rating,clean_review,sentiment,rating_count
7.8,pretti goodaverag qualityveri good use usb cablegood usb cabl experi good long lastinggoodnic product usefulsturdi support w charg good productlikeveri good item strong use usb cablevalu moneythank amazon produc product use productsturdi support w charg,Negative,24871
8.2,goodlow price valu moneyvalu moneya per price product excel product great might get scam amazonveri good nice tvbudget free middl class famili ke liy kafi achha ameer log kripya doori banay rakhen galat review dene se bachensound qualiti good tv good overallbut croma present citiesand servic worstorels good valu moneysound qualiti could betterbefor buy product amazon definit buy product emi definit cheat cute name free emi amazon outright cheat use word free manual attract custom tv bought great pictur qualiti good sound clearnic pictur qualitysometim line come screen cant knew yet what problem otherwis well budget free happi product,Positive,2581
8.6,buy dont even nd guess itqual goodnylon braid quiet sturdyamazingfeel like steel har wire strongsturdi durabl use charg power banksgoodnic qualiti one amaz cabl bucksok charg look sturdi durablefast charg upto watt length realli durablebought like th time pass older cabl famili member still work statei bought almost last three year post heavi usag gonna buy good qualitygood qualiti usb c charg cabl enabl fast charg samsung well g w seek phone metr cabl length help keep phone desk charg adaptor plug electr outlet best valu similar cabl cost x x retail market best pricegreat product want portabl batteri usb slot ipad kindl reader usbc port fit requir perfectli charg fastgoodveri good overal,Positive,20850
8.6,good tv featur budgetgenuin productsoff lot function inchbest buy rs perfect tv roomsup niceit amaz price k deliv time packag good condit thank amazon instal within day write review use tv week pictur qualiti good sound could better dosnt mean bad connect good issu softwar hardwar till nowoveral good product budget thank amazon lgthi good smart tvi want get display ps contempl monitor tv sinc need get display high resolut opt tv use tv month observ use tv secondari tv game tvpro tv come softwar bigger ole tv lg mean extent better upscal sinc use primarili game tv love game mode truli see differ play without game mode pic respons shaper faster game mode activ connect bluetooth headset tv great watch movi secondari option lg servic best come probabl next day instal tv wall mount free realli quick cleancon headphon jack tv connect bluetooth headphon tv howev gamer game mode disabl tv sound output headphon howev work around thisit good product lg rang kpro bluetooth support wireless earphon audio output enough room size wall mount instal free cost lg smart remot rang realli appreci lg doubt samsung provid smart remot rang pictur qualiti decenti love lg product happi buy product k good smart tv amaz featur consist good processor smart remot good lcd screen sound qualiti also goodrecommend purchas,Positive,1035
8.2,bettercharg speed guaranteedexactli advertisedexcel warp charg cableniceamaz cablebest fast charg cabler good cabl recommend yeap cabl support w fast charg test w brick realm procabl pin qualiti look goodsinc couldnt find origin cabl w charger realm search long time good onecharg speed depend number factor best condit go watt brand claim watt fast charg use brand inbox charger person test multipl occass use month two never got speed watt test cabl receiv box also gave speed buy care your condit good get speed tha watss buy go aa cabl cheaper durabl braid cablesth cabl support fast charg im use oneplu w charger advertis could round braid instead flat ribbon cabl would make durabl experi braid cabl easi wrap store use dont get fray easili cabl stop fast charg two month usag warranti support excel submit cabl nearbi centr new cabl ship within day ive use boat cabl year cabl moto g phone still use stick themgot origin one fake cabl sold bewareit warp charg support power suppli cabl long sturdi compar typic oneplu cabl box price origin oneplu cabl mrp got unlik third parti wire definit worth best price segment durabl materi tangl free alsiamazon send use product cabl super support fast charg qualiti also good sent use product other super product year warranti buy itveri good qualiti fast charg cabl get good quick charg laptop alsoflat cabl design make durablei oneplu watt chargemi origin wire destroy year ago search cabl va fast charg buy mani wire phone charg fast origin one wire good build qualiti watt,Positive,1780
9,goodgoodnic productgood look good protect remot controlit good coveri like itgoodexpensivenic good productgoodnic product fit exactlygood productfantast remot cover buy fit lg model uq wella good productdon job valu highproduct isnt bad rate expensivenic,Positive,505
8.2,fast charg cablegood productdont buyexcel design materi qualiti amaz charg speedit support fast charg also support android auto cargood type c cabl less pricefast charg supportnot fast charg cabl awesom product fast mobil charg cabl like itgood product wish avail black white get dirti easilyfor month issu start becom useless dont buy look alright bad local cabl phone charg slowli disconnect connect cabl port reassembl still would reduc batteri havent use wors cabl disappoint money wast also packag open seal reciev seller fraudlittl grip given plugin typec pin sideso smoothli remov instead sudden littl jerkfirst l shape port easi use charg iam use car android autooveral excel w fast charg adapt slow charg cabl vooc supportthough call fast charg cabl actual fast charg cablei tri samsung fast charg adapt slow charg cabl look sturdi etc impressiveplan return product,Positive,1717
7.2,averagea good originalexpensivebought aug oct workingwil get refund replacementa use compat productvolum button doesnt work allworksbest remoteconnect well sometim remot get disconnect devic automaticallypress home button sec work smoothli like originalnot valu moneynot workingnot even three monthsvalu moneysubmit almost day use volum button doesnt work day rear batteri cover lose fall anytim function remot like alexa voic command menu home button scroll work finework fine wrong instructionsa bit expens jobi like alotnyc remotejust like origin,Negative,590
7,goodnot happi productqualitynot badgood charg home vehicleseasi store use built qualiti plastic roll could bettergooda use devic slow charg charg speed fastnot happi product bcoz highli price compar qualiti wire actual retract easili need push byhandscrumbl within case recommendedit doesnt support appl car play connect good qualiti wind cabl time get entangledusefullcharg doesnt support appl car playbuilt qualiti plastic roll could betterus type one time chargingth devic get tangl easili dont reel end tangenti hous reel otherwis compact use devic car,Negative,1121
8,wellpric productlenthi cordproduct work expectedlengthi cabl work car dashcamproduct okay give rs give starsmislead length rest finegood productgood write review month first cabl cut replac second cabl work fine issu use charg ps control work fine good price plan pick anoth one spareproduct oki bought cabl charg w bluetooth speaker work expectedit lengthi usabl car dashcamqu averag micro type b end sit tightotherwis goodbut keep check price amazon basic cabl type price drop mani time that better qualitythi one good product price rang qualiti okayus laptop cool pad overal build look sturdi longev cannot confirm also cannot connect pc use male male usb work stop write neg review use cabl someth intend forcan confirm product seller claim titl sticker productno review mention need length perfect use disappoint rotat cool pad use cabl fall short around cmit work well cabl soft flexibl probabl last long alsobut pover qualiti,Positive,1313
7.6,fast charg per use dont support car android autogreatcan use spare emergencygoodgood car drivesnot worth doesnt chargegood one portronicsexcel cabl like made product doesnt support fast charg dont connect android auto cargreatconnector compat charg power deliveri depend adapt use build qualiti good suitabl lenght lead workingus friendli car drivesdoesnt charg proper tri possibl way slow support one devic timequ tough power suppli give best product superb cabl durabl thick nylon string use pin usefulmi mah mobil batteri charg hr fulli devic charg earlywhil charg devic hit,Negative,132
8.8,perfect productbett origin cablebett originalgoodth bestwork absolut finecharg slowbest product good cabl got origin product durabl light weightqual top notch also tough hell much durabl charg devic like origin brand cabl never worri wear tear cablesfast charg built qualiti superus charg phone x samsung watt charger work fine charg phone minut let see long last till issu origin product belkinwork absolut finemuch better qualiti appl fast charg support,Positive,1951
7.4,button work first week purchasegoodmust buy productqu product wonderfulveri bad experi receiv work remov abl return itorign productgood product good custom servic button work first week purchas qualiti upto mark expectedgood product great compat firesticklik util build finishit work moreov abl initi returnrefund mani tri,Negative,37
8.6,valu money dont expect flagship qualitygoodgood productgoodgodvalu moneynic productyoutub slow perform best tv good multipl issu get paid go brag pictur look crisp sound aw light weight flimsi leg bodi tv look frame less unless turn tv doesnt support pre video box reach custom care easili resolv issu notic lag cast screen share overal product good small offic shop casual stream bedroom kitchen stargood productvalu moneygoodth product good price get best productprocessor slow plg improvesmart work slow pictur sound ok,Positive,592
8.2,hisens vivid k tv initi impressionspictur qualitybest class audio pictur qualitygood productsamazinggoodgood productgood size small leav room sound qualiti also good small leav room hi firstli skeptic purchas tv onlin secondari iam big fan soni lg brand thirdlya year old kid home scare spend money beyond k ofcours first day sale prime member amazon great indian festiv start saw one plu hisens ah price k includ bank offer favourit soni inch price k discard soni bcz expens scare kid whilst play break continu search budget friendli tv like tcl redmi nokia iffalcon didnt like inch tv suddenli blue thursday octob saw blow offer hisens vivid k tv scare buy felt offer tempt took risk bought deal price icici bank credit card instant discount technic bought felt worth risk bought nd octob tv deliv immedi rais instal request technician came octob instal tvthat journey search installationnow come initi impress pictur id say va panel clearli see black deep bit greyish kind howev colour satur felt normal look tv side clearli say doesnt come near ip panel display yeah averag user like suffici remot simpl major app hotkey given yt amazon prime video hotstar good voic assist enabl simpl user friendli experi lack hand free googl assist sound person felt watt audio given tv would great watt given crisp clear though increas volum upto chk distort noth clear dialogu bass soundbar ad ad advantag ui come android doesnt matter im averag user run show hope hisens send ota updatenow main point u see pictur see special amazon prime video app blue screen line dont know whether problem panel applic need chk amazon custom servic reason user help enlighten issu would super conclus frankli speak bought tv bcz got almost bought includ extend warranti year bcz even mishap happen kid play wont pinch perspect felt okay minor issu like sound need get clariti prime video issu sort happyhappi diwali teami bought tv price tag great purchasepictur qualiti good per soni lg k tv better rival like mi redmi vu etc va pannel work fine give good amount blacksprosandroid tvsoundcolourconsremotelov pictur qualityaverag pictur qualiti ok priceworth cost nice qualiti claritygoodgood productgood support team unit reach within hour instal done within time instal call demo properli given compani call also receiv day confirm materi deliveri instal done proper way,Positive,1259
8.4,worth pricemi smart tv averageworth use sinc yearsexpect miworth moneygood productit goodgo without think twice worth price use local cabl provid set previou tv samsung face problem problem face time turn tv main go set turn set tv speaker set despit speaker wifi blue tooth cell phone proxim result stop turn tv main use remot control put stand problem long rundisplay good sound averag iam use soundbar issu dont know long last due previou mi pro panel gone year bought tv year warranti panelimprov softwar respons improv pictur qualiti worth money budget ki use day pictur qualiti look good impress go ithop longterm qualiti also goodthi tv good one thing bad tha tv time get stop play youtub video otherwis good productit good valu moneyamaz pic sound qualiti k qualiti price realli good,Positive,45238
8.2,worth buyinggood oneveri nice seller servicenic cablenic product work univers devicesso far good bit lowerit good product buy trust realli worth use get output anoth display laptop wire till realli good build qualiti realli goodi problem last hdmi cabl anyon home switch onoff switch desktop display goe secwith dp hdmi good problem gone excel product servic valu moneythi cabl use cpu display port monitor hdmi port way wont work cabl good qualiti best packag amazonnic productmi pc hdmi port lg monitor dp port monitor doesnt detect valid input signal use convert normal dp dp port connect work fine henc import note cabl might work universallyft display hdmi cabl work fine good inrth product good long enough pc setup didnt experi loos connect yet use almost monthsyou go,Positive,28638
8.6,good producthdmi cablenicedo buy without doubtwork expectedthank amazon premium choicegood productwork well good qualiti seem ok tri hd qualiti video valu moneyveri high budget hdmi cabl amazon basicnicei bought android tv stick work good itqual cabl good richit doesnt lose pictur sound qualiti tv stickit work expectedi purchas splitter didnt work properli order hdmi male femal wire help view sourc properlygood serv purpos buy weird reason amazon firestick bern work year longer work connect samsung tv hdmi port port search googl help issu seem common samsung tv possibl solut want check firestick work comput monitor hdmi slot monitor unreach direct connect henc bought cabl firestick work well monitor what even weirder firestick work fine connect samsung tv use cabl problem solv although clue hell got fix qualiti cabl quit good use coupl month connect laptop desktop dell monitor pictur qualiti full hd work fine along sound output sure k though sinc dont k monitor price less rs paid rs rs consid qualiti altern product avail brick mortar store will pay bit extra fine,Positive,12835
8.4,ifalcon inch smart tvit goodgood smart tvbettersmart android tvvalu moneymeet expectationsnic product apart dispatch item amazon ifalcon smart tv good buy valu money pictur crystal clear enjoy high speed internet smart tv low sound qualiti k worth valu moneygood pictur qualiti soundsatisfi custom valu money product ok per pricegood pictur qualiti sound well,Positive,1269
8.4,work lg k ledawesom productgood copi remotethi remot work reliefgood replac origin remot controltim help tvit workfor mejust work lg smart k tv magic remot went kaput sinc lg magic remot super pricey decid give one tri besid air mous motion gestur everyth els work absolut finealso lightweight remot form factor feel realli nice cozi hand howev button dot rivet button sometim make forget key pressingoth great remot controllerthi product good work box tv origin magic remot go kaput sure remot would work inch lg smart tv howev huge relief work work like smooth oper use key need set etc doesnt voic scroll button anyway use featur origin magic remot sinc consum batteri great extent forc chang batteri everi day dont wast money buy expens one go thisfunct good good replac origin remot power switch stop work havent use functionsgood performancecheap best altern lg remot magic mous option work fine lg tvwork expect respons littl slow that still fine,Positive,284
8.8,solid qualiti materialgood product everyth good buyclear cristal clear soundgoodsupervalu moneygood cabl priceddec qualiti long made good qualiti materialno issu till date valu moneyi check mani product amazon nice productus connect mixer obag dt tower speaker give best sound qualityi use connect zebron sound system pc yeah job realli goodniceus subth cabl good connector also strong price highwork fine cabl speaker compani provid good qualiti gold plete premium look,Positive,69538
8.6,wonder tv aw instal servic amazonac televis reviewit good product pricegood pricealmost complet packagenic productgood productsup design tv wonderfulprob best tv price rang inrgood googl interfac load featur lightweight watt power consumpt stabl designaverag sound pictur qualiti quit good compar premium brand obvious goodfeatur stream app avail compat connect wifi lan cabl hdmi set top box laptop usb game consol old dish cabl direct tv antenna well built chromecast cast compat app directli phone tv wifi networkway connect phone via cast featur mobil app password need need wifi network via chromecast app project select media pic video entir phone screenway connect pclaptop window cast option project entir laptop screen tv use window cast option need connect wifi network via hdmi cableabout amazon instal servic aw technician brought cheap hang hook mrp inr ask inr without receipt kept tell sale compani sent special howev clearli mrp mention went market bought much better cabinet inr instal well technician realli adam drill two requir hole top drill one top one bottom kept spare screw bought half hour argument final drill requir hole kept cuss wast time assist person repres servic agenc wellthi whole process took two hour complet lot argument worst instal experi life farbottomlin pleas avail call free instal servic amazon scam instead call acer support job much betteraft use month pro conspro great pictur qualiti awesom black good adjust sound db good look great thin besel remot come favorit ott button content upscal goodcon remot could better cant use dth remot turn televisison set top box remot oper bit complex motion technolog great notic blur watch move ballson ott decreas switch dthoveral nice buy price point think get fairli better pictur qualiti sound satisfi productproduct good pictur qualiti good product price w sound applic run smoothli month older issu yet run smoothlyy get decent featur price pay screen resolut might set back may find pixal overal goodi amaz pictur qualiti p hd readi tv truli amaz panel found suitabl view distanc feet nearer may look crisp farther feel like small size speaker also good price get loud without distort howev sinc speaker downward fire experi vari base whether tv wall mount kept standth remot good voic search work well tv start take long time opinion compar inch tv henc know stand among peer ghz wifi work well even across wall neg aspect face wrt experi use bluetooth headphonesearphon firstli connect sometim doesnt happen automat restart mean remov rediscov devic thru menu simpl secondli signal seem weak even distanc feet front tv signal break even move head incheshowev still super happi tv got k launch offer total worth recommend sideat price rangeit good qualiti product marketac work sound qualiti improv otherwis okpictur qualiti realli impressivewifi connect goodeasi installboderless screen design premium also googl voic support goodsometim laggingno major issu found tvjust go itvellu money good productveri nice productsav money,Positive,4703
8.6,good materi fast chargingcostli good productsupport type c super fast charginggood qualitysturdi cabl decent charg capabilitiesgood buygud productveri good product materi os good initi charg fast month saw diffrenc speed contact seller warranti within day deliv new one without costgreat product good servicecostli good productwir bit softit hard get foldproduct good need replac asap caus stop workingth cabl physic resili look good cabl stop work month contact custom support ensur replac soon hasslefre warranti claimshal share updat get replacementveri sturdi cabl best fit rough n tough useveri nice cableveri good product,Positive,2806
8,good qualiti cheap colorgood product pricegood product nice product finish issuesperfect gen echo dot holderhappyyour power outlet bear weight color shown imag rest qualiti goodgo use strong also buy sale discount price onlybest daili use bit alert deliveri man dtdc amazon even readi anyth like gundasus sever month good product want avoid cabl best producteco dot rdproduct work qualiti improv edg smooth made poor qualiti plastic shine dull outlook still ok buy priceth product correctli hold echo dot well cabl without hinder flat placement wall posit holder shift slightli well term distanc wall holder slide adapt biggest pro product con product could improv plastic qualiti texturequ need improv bad happi purchaseif power outlet go hold charger stronger dont go might fall,Positive,3295
7.8,usefulgood productgoodveri short wiregood qualiti suitabl use powerbankgreatnot satisfactorybad use work usb cebel replec prodact charger much use still peopl use micro usb well cnice cabl budget product durablegoodi satisfi qualiti product good fast charg support cannot use wall charger length short good use powerbank laptopsjustifi pricewir size smallnot woke prodact amazon isuss cebal bad prodactsi nit use prodatc retun track pleess pikup prodact,Negative,81
8.4,sturdi good qualitysmal cabl work fineaveragegood oneit affect iphon batteri healthdid likeawesom productgood cabl otherwis goodi like productqu good month immedi lose batteri health that stop use itnot sturdi cabl break weeksi suggest productnic,Positive,42301
8.6,love amazon lg misleadingamaz productworst servic lggoodsimpli beautifulsatisfi tvgreat dealit quit ok there magic remot lg includ default make life easier magic remot cost around k approximatelydisplay turn tv test display black wallpap found small green white dotsimmedi call amazon first schedul tech visitth tech come rather spoke call ask what problem inform problem said need replac bodi came itso wait day noth show amazon app replac doubt call amazon custom care explain everyth final spoke one said get replac given anoth date within daysthi time replac came goodamaz pictur qualiti sound clariti drawback come magic remoteth televis good instal servic pathet first contact us till day tv deliveri got frustrat call lg custom servic accept problem send technician hour instal mount instal bolt success broke last bolt ask caus problem futur said wouldnt dont realli believ himgoodveri nice good qualiti best pricenic choicebest deali like lgworth price good,Positive,1376
7.8,metal pin lose strengthsahi h bs rupe ki diliveri charg good charg cablegood sturdi micro usb cabl good charg speedscheapest micro usb cabl marketboat better thisi bought rs best charg cabl mobilesgood good data cabl recommend purchaseth issu metal pin fix firmli becom looseotherwis issuemust purchas cabl sturdi fast charg cabl three outlet jobgood sturdi micro usb cabl good charg speed pleas dont rais pricesnic product simpla microusb cablebest pricegood one,Negative,1075
9.2,fantast ultra high speed hdmi cableamaz productregard cabl absolut valu money connect samsung inch uhd tv jbl soundbar jio set top box work zakkaass pictur qualiti improv compar earlier cabl get dolbi set thumb itembest product fair price qualiti cabl goodmust buy pictur cleariti upto mark,Positive,3664
7.8,work like charmusefulgoodveri nicedoesnt perform like originalwork properlymost function workit work remot look similar origin one doesnt need specif setup alreadi tune soni bravia led tv oursperfectli workingwork fine farbest remot market use control soni smart tv easi use work smoothli till dateal function work best replac remot competit pricedoesnt perform like originalreason product good qualitylik expect requir function work without issu remot made high qualiti plastic sure mani year last build qualiti look feel sturdyit work button good,Negative,1951
8.6,buy dont even nd guess itqual goodnylon braid quiet sturdyamazingfeel like steel har wire strongsturdi durabl use charg power banksgoodnic qualiti one amaz cabl bucksok charg look sturdi durablefast charg upto watt length realli durablebought like th time pass older cabl famili member still work statei bought almost last three year post heavi usag gonna buy good qualitygood qualiti usb c charg cabl enabl fast charg samsung well g w seek phone metr cabl length help keep phone desk charg adaptor plug electr outlet best valu similar cabl cost x x retail market best pricegreat product want portabl batteri usb slot ipad kindl reader usbc port fit requir perfectli charg fastgoodveri good overal,Positive,20850
8.2,chang speedmak bettersuperb build qualityhighli satisfiedbest charg cabl evergood valu money optionc qualitynic product nice charg awesomec say anyth durabl sturdi part get connect adapt seem highli vulner state flick hand might get bent last charg chord got buy one someth must done thatveri good worth moneyi replac cabl reciev laptop opt zoul highli satisfi cabl durabl work seamlesslythi amaz product zoul bought mani cabl brand didnt work well must say best term charg power durabl sturdi much recommend use cabl month galaxi work flawlessli fast charg work expect length make conveni use bed would recommend anyon look long cabl infact brother purchas one see buy itth cabl good length charg fast,Positive,2685
8.8,work flawlessli ubuntu instal correctlybest kali read anoth reviewnic productfrom good extern wifi signal providersuperbawesom easi usegood product use old mac mini sinc broadcom proprietari driver arent avail replac b driver dont allow suffici download speed least experi got devic run ubuntu linux genericgoogl search morrownrau use driver github im use product tplink ac btw use variant sold amazon use lsusb find network interfac go instal driver giyfi admit probabl go hard someon gener comfort shell bash exampl even though never use dkm iw github repo along build tool avail jammi repo made easi enough get devic work read github readmeto sure first got driver work local ubuntu vm use guest addit connect usb devic directli guest os also workedultim instal os host setup driver use usb tether got download speed use devic previous get network interfac window mac ubuntuth devic bit sensit antenna direct come impact download speed use month without complaintsdo go review say support kali friend use wifi hack work realli well also support monitor mode issu connect kali machin go web surf bit find relev articl connect tp link adapt kali machin also driver realtek might need instal make work kali machinei given star perform good alpha adapt reason rang price rang beginn best adapt buynic product work fine pc g price high give stargot wifi one room work well sinc month good altern repeat singl devic need access wifi cornerth product nice good wifi signal use month complain first time need instal driver desktoplaptop tp link websit make oper well explain manualthi product goodi buy product laptop dont support wifi ghz band ghz receiv mbp speed broadband plan mbp easi use plug play window good signal use anoth room router signal drop receiv full signal littl bit expens go good signal receiv mbp download mbp upload speed ghz broadband plan mbpsi highli recommend producti purchas product compani use good product,Positive,24780
6.4,rmote mi tvgoodgood low qualityremot faulti loos connect tv atleast time dayfailur unital good except voic recognitionbut first time user manual switch pair pair goodwork good tv remot replica origin one suppli tv origin one serv one half year remot came without batteri perform sinc last day satisfactori amazon similar remot lessor price cant ass qualiti altern one oper download remot play store android may littl inconvini operatework fine qualiti outer case low qualiti purchaseth pair remot littl tough also time remot work use voic recognit button hard press compar origin remot came smart box find origin piec go itremot faulti loos connect tv atleast time day pair timesi want replac pleas arrang call back custom servic teamvalu money sturdi qualiti need voic recognit improvementmust add note must switch tv manual pairwork good issuebut materi qualiti mark,Negative,285
8.4,work linux get model antennado say brand avail lesser priceeasi handlegreat productperfect workingspe perfectgreat design build connect rang packag featur linux support sinc vveri good use connect old pc internet tri lubuntu ubuntu work box didnt setup there extend cabl place comfort place get model antenna otherwis youll rang problem your directli line sight wifi routerth wifi dongl simpl plug play devic start catch avail network right plug usb port addit instal softwar requir signal strength good wonder would differ adapt lesser known brand avail much competit price henc star lessproseasi use portablecan connect mobil hotspot use pc budget friendlyless instal processno heat issu good coveragebest altern usb tether phone batteri may get damag long term run tetheringconsinternet connect speed vari time also depend modem cellular connectionissu occur instal via cd avail along product instal driver download tplink siteneed reconnect adapt everi time system turn onwil work softwar issu encount updat systemwork mesupport center wors call unattend time visit nearbi storeconclusionbrought ideal user dont need high speed internet usagea good altern usb tether budgep youtub video easili play without interruptionswifi connect great good result howev jitter problem existthi perfect devic connect wifi go itthi wifi adopt good workingpictur attachedsizedesign build qualiti packag softwar speed connect experi warranti size designth best part compact size sober eleg design big plu easi plug use add good sober designbuild qualityth build qualiti undoubtedli superb qualm held doesnt give cheap flimsi productlik feel good sturdi build qualitypackagingthi part also big plu item well cushion packag necessari item ensur damag could caus product transport ensur custom receiv someth damag intern alreadysoftwarethi actual good great part productth good part cd provid along manualth great part linux support given version onward bad reallyspeedit easili support net speed upto mbp practic speak test home easili support net speed mbp without sighon test found connect ghz network without issueconnectivitypleas mark feet metr multipli metr x get distanc feetit easili connect laptop phone metr across one room that feet mean even old bluetooth use connect ftso feet issu big plu found productexperiencefrom point view far except linux noncompat issu found flaw productso overal great productwarrantyit year assur atleast year tensionfre year contrari electron item today provid year warranti itemsbest adapt bought ever work nice seemless connect,Positive,"1,79,692"
8.4,unbias look kodak tvsound goodit realli worthi affordablenot bada valu tv pricegood respectkodak tvsmart tv recent purchas kodak tv amazon overal experi satisfactori pictur qualiti good stream capabl conveni user interfac easi navig although take littl bit time get use ithowev issu tv sound qualiti best notic lag switch app issu significantli impact view experi worth mentioningdespit issu would still give kodak tv star decent tv price certainli better option offer addit month warranti wrote review particularli interest extend warranti timeit appropri ethic write fals mislead review exchang incent extend warranti perk goe amazon guidelin lead consequ custom companyit import honest transpar review write genuin experi product help custom make inform decis purchas ensur review system remain fair trustworthyif satisfi kodak tv feel comfort give high rate perfectli okay give lower rate write review alway better honest genuin review rather attempt manipul system person gainissu chrome castingi believ good featur would avail price like featur support ethernet port earphon jackkodak tvfor amount charg accept tvthe kodak xpro model thomson seriesdespit big lighter previou bravia tv easili mount previou wallmount note wall mount hole plasticki dont metal insertth remot sensor separ modul project undersid tv look integr main bodyth two usb port side side dont interfer otherth audio port good featur one want watch tv without disturb otherswhen first connect tv settop box hdmi pictur soundth person servic center whose number list tv warranti card said dont support need call tv manufactur much print servic center number warranti cardthi fix chang hdmi cec set settop box tv faultther usermanu given tv peopl base experi phone abl ultim figur connect includ leafletbook whose page stuck togeth talk android menu info tv input jack like hdmi arc stand fori got multipl call purchas enquir deliveri need installationa alreadi previou wall mount could get attach hassl opt instal serviceal welllllgood tvpictur qualiti good,Positive,6088
7.4,good productnot badwork airtel dthgoodok badthi oldnot bed worst product valu moneyusu gdgood productgoodqu poor responc latethi youv look guessqual okk bed bodi proper tight fixedth product poor qualiti seem like duplic remot doesnt work properli,Negative,1383
9,goodqual goodvalu money productveri nicenot support carplaygood month reviewstrong enough work expect littl bit lose work well till date realli long much usefulqu goodlov itno issu farbought around rupe cabl littl bit lengthier mention length cabl cant complain overal product far far better best worth pennybuild qualiti great look good well last amazonbas cabl last around year expect similar onenot support carplay product want cancel amazon dont option cancel sturdi durabl use sinc one month issu reportednic product amazon basic,Positive,5492
8.4,durablegood productokay far goodan absolut bestgood cableworth moneygood charg good data transfer cabl support fast pd charg tri laptop also tri powerbanktest samsung watt charger work fine phone tri charger laptop pd charg though charg laptop cabl point heat quit bit chanc watt charger use may heat lot overal cord well make sturdi materi indic cord durabl price would could lower side due heat otherwis good buygood buylik iti got samsung lite compat super fast charger charg phone super fast charg mode valu money could post pictur product good far better origin samsung cabl cost almost sameth cabl sterdi end premium charg one plu rapidli great data transfer macbook well happi purchasegood cableworth qualiti cabl good support fast charg samsung galaxi devicesid charg data transferg averag speed mbp ssd capabl mbp transfer speed actual give provid cabl,Positive,919
8.4,valu moneya good upgrad stock cablegood cablevalu moneygreat buyoveral goodawesom experiencework expect use xbox work perfectlya good upgrad stock cabl got samsung sound qualiti definit improv soundbar loud enough volum howev subwoof output improv significantlyi got normal instead premium cabl small size luckili get use itwork realli wellabsolut top class money spent loss signal good splitter involv fantast buy tv one optic outputget proper channel surround soundchannel seper greatim use jio setbox zebron zuke pro sound barwork expect lg tv,Positive,30023
8.4,superbreview month usegood braid cableth best cabl usefulkdo jobsuperb product fast charg cabl superbim use car month qualiti product describ andit work good redm note proquickli charg min mah batteryy need fast chargerth purpos use charg attach portabl dac mobil iem build qualiti realli good end realli premium transfer sound without without notic loss additionscannot comment durabl updat laterth best get bit pricey easili avail local market thnx duracel conveni u hv revers charg phone use digit lock home doorky great product charg samsung galaxi j usb port new samsung w charger type c port care charg w job pretti well made china wherea samsung charger made indiathi thing duracel meet expect expect wonderveri good qualiti,Positive,387
8.2,valum moneyc turn hdr webo watch android appswebo magic remot lg like ui ksatisfiedgoodvalu moneyexchang offer extend warranti yrsnot givenoveral good product valu money vu uhd smart web os version good tv pictur qualiti oparet nice sound qualiti satisfi afctviv vshdr cant turn appsgot k sale tv use webo snappi featur rich magic remot amaz support samsung smartview dex box mean without internet wifi etc directli cast screen super handi sound qualiti great price remot get sync airtel dth dual band support hdr get detect auto upscal full hd content hotstar netflix con find power usag watt smart assist pretti useless webo btw essenti appsabout vu instal done day cant comment durabl futur support that common tv comp today except samsung lg soni panasonical fine remot pain ergonom fault elderli peopl also webo greatest user friendlygoodr good product overal bit differ android tv work almost simler googl android tvonli feedback screen mirror feel littl bit leg would good get mx player storewhil place order ask exchang old samsung tv year extend warranti new tv come deliveryi like featur login ott app problem open chrome mobil laptop login tv,Positive,211
8.6,great cabl charg speed could bettergooda good cableon best type c cablework intendeda good buy extra length help lotgoodok charg fast id expect mayb someth wrong unit howev cabl overal actual pretti decent materi great doesnt bend shape easili look feel premium length definit plusgooda sturdi cabl mobil chargingit month use charg cabl work well fe g thumb upbraid cabl sturdi built well long cabl add extra reach tangl freea good buy extra length help lotgood productok,Positive,974
8.6,goodsound low anoth brand compar betterservic provid meet home refus tv use bad servicegood productok superfloor stand come gooda budget friendli tv clumsi ui remot overal goodtv pictur ok smart bettersound low anoth brandservic provid refus instal tv bad servic samsung call time servic provid meet home addresswhi bad badthey product come support stand wall hang hook instal tvpictur qualiti poor cablesfloor stand come buy seper request amazon cleari mention add pay seper charg instal guy buy floor mount good,Positive,16299
8.6,worth money suitabl android autogood productlengthniceoriginalveri good quay cabl support fast chargingorigin mi cabl charg upto watti veri happi product provid turbo charg worth money suitabl android auto purpos serv cargot rseveryth okay packag good feel like seller gave use cablegood productgood product cost moreorigin cablei bought cabl use cabl android auto car perfectli work without glitchorigin mi cabl charg upto watt got rs watt charger want cabl car went check perform batteri charg app charg speed exactli half watt origin cabl go itit provid turbo charg recommend redmi note mobil phone provid turbo charg veri happi product,Positive,30411
