rating,rating_count,review_title,review_content,review,score,clean_review,sentiment
4.4,15137,"Worth a Purchase. Good Quality product,Strong, Mutiple channel, Durable.. Worth it ...,Robust, Durable (Phone Holder is added but not mentioned in Product details),Really Liked It!,Mast h,Nice amazing product,IS GOOD BUT NOT RECEIVED MOBILE HOLDER AND THIS PRODUCT BUY ONLY VIDEO REIVIEW,very handy and build quality is good at this price point","I generally don't write reviews on Amazon. But this product is worth every penny.Amazing Product1. It is sturdy2. Good heavy-quality metal is used yet still lightweight and portable.3. Can be easily carried in 1 hand4. On Full Open, total Height reaches 5ft 9in (so can even cover if there's a stage)After buying this, I even surveyed the local market, I can now confidently say I have invested in the right product.There are products available for 1,000 Rs, but paying another just 500Rs for such a quality product is a better decision (Keeping in mind long-term use).,Its been 1 yerar 3month i am using the stand fr my video shoots ... Either its indoor or outdoor ..the stand is so strong and so many option to manage your stability and angle.. Even its so handy that often i use it just holding it like a gimble (though it do not stabilize the video) but i am very use to of it bcs of its  compact look...Go fr it... You will not regret ðŸ¤žðŸ»,Likes:Robust, durable, very well assembled.Dislikes:Due to strong built up, and bigger in size it is difficult to record video of the downside part as tripod legs come in the picture along.As mentioned in the product details, phone holder not included. I purchased a new one alongwith this product. However, there was one phone holder given in the Tripod Box. Due to this false detail, I had to purchase one more phone holder which is under non-returnable products category and is to be kept now.,Same As shown In PicturesGood And Well StableReally Wanted One for My video shootsMust Have For Camera And SmartphonesThey Say It Doesn't Have phone Holder, But They have Sent One Included, So Don't Order Already One.Thank You Soo Much For That Merchant.,Mastttt,I really like this amazing product. Worthy money buying it. Don't worry about negative reviews.you are worth buying it. Tqs,Ok,",worth a purchase good quality productstrong mutiple channel durable worth it robust durable phone holder is added but not mentioned in product detailsreally liked itmast hnice amazing productis good but not received mobile holder and this product buy only video reiviewvery handy and build quality is good at this price point i generally dont write reviews on amazon but this product is worth every pennyamazing product it is sturdy good heavyquality metal is used yet still lightweight and portable can be easily carried in hand on full open total height reaches ft in so can even cover if theres a stageafter buying this i even surveyed the local market i can now confidently say i have invested in the right productthere are products available for rs but paying another just rs for such a quality product is a better decision keeping in mind longterm useits been yerar month i am using the stand fr my video shoots either its indoor or outdoor the stand is so strong and so many option to manage your stability and angle even its so handy that often i use it just holding it like a gimble though it do not stabilize the video but i am very use to of it bcs of its compact lookgo fr it you will not regret likesrobust durable very well assembleddislikesdue to strong built up and bigger in size it is difficult to record video of the downside part as tripod legs come in the picture alongas mentioned in the product details phone holder not included i purchased a new one alongwith this product however there was one phone holder given in the tripod box due to this false detail i had to purchase one more phone holder which is under nonreturnable products category and is to be kept nowsame as shown in picturesgood and well stablereally wanted one for my video shootsmust have for camera and smartphonesthey say it doesnt have phone holder but they have sent one included so dont order already onethank you soo much for that merchantmastttti really like this amazing product worthy money buying it dont worry about negative reviewsyou are worth buying it tqsok,8.8,worth purchas good qualiti productstrong mutipl channel durabl worth robust durabl phone holder ad mention product detailsr like itmast hnice amaz producti good receiv mobil holder product buy video reiviewveri handi build qualiti good price point gener dont write review amazon product worth everi pennyamaz product sturdi good heavyqu metal use yet still lightweight portabl easili carri hand full open total height reach ft even cover there stageaft buy even survey local market confid say invest right productther product avail rs pay anoth rs qualiti product better decis keep mind longterm useit yerar month use stand fr video shoot either indoor outdoor stand strong mani option manag stabil angl even handi often use hold like gimbl though stabil video use bc compact lookgo fr regret likesrobust durabl well assembleddislikesdu strong built bigger size difficult record video downsid part tripod leg come pictur alonga mention product detail phone holder includ purchas new one alongwith product howev one phone holder given tripod box due fals detail purchas one phone holder nonreturn product categori kept nowsam shown picturesgood well stabler want one video shootsmust camera smartphonesthey say doesnt phone holder sent one includ dont order alreadi onethank soo much merchantmastttti realli like amaz product worthi money buy dont worri neg reviewsy worth buy tqsok,Positive
4.4,18757,"Good product,using this product 8months It is done  I have not faced any problem so far, its build quality best,I really liked this one.,Very strong and support fast charging ,,Nice cable,Best data cable charging fast,Good job,Good but need some improvement","I like it ðŸ‘ðŸ‘,Best charging power . I used this cable on note 8 pro mi. Using 8month also fast working.,350 might be a little expensive but physically itâ€™s so good. Feels premium. But power limitation is there it is not suitable for fast charging.,,https://m.media-amazon.com/images/I/61WnvIUaIwL._SY88.jpg,Best data cable charging fast,Very good quality and good durability,Overall good but need some improvement...",good productusing this product months it is done i have not faced any problem so far its build quality besti really liked this onevery strong and support fast charging nice cablebest data cable charging fastgood jobgood but need some improvement i like it best charging power i used this cable on note pro mi using month also fast working might be a little expensive but physically its so good feels premium but power limitation is there it is not suitable for fast charging data cable charging fastvery good quality and good durabilityoverall good but need some improvement,8.8,good productus product month done face problem far build qualiti besti realli like oneveri strong support fast charg nice cablebest data cabl charg fastgood jobgood need improv like best charg power use cabl note pro mi use month also fast work might littl expens physic good feel premium power limit suitabl fast charg data cabl charg fastveri good qualiti good durabilityoveral good need improv,Positive
4.5,815,"Good cable for car,Good substitute for orginal,Better Value for money Product,Way better than the original,Absolutely amazing.,Namm hi kafi hai,Very good,As the names say Durable cell it a durable cable ;-)","I trust this product! Works well with car play!,Very good quality and charging is fine. As good as original,Build quality is awesome, best lightening cable ever seen, better than a official  lightening from ï£¿If ur looking for a cable close your eyes and go for it ðŸ”¥ or you can buy a (Amazon basics) one I was using that for past 3 years that a bit a cheaper side, I recommend both these cables had better build quality and value for money,Gr8 product overall,Just loved it, very good charging speed.,,Good quality,it well packed, all sealed coveredthe wire looks of a very good qualityrecommended!!!!",good cable for cargood substitute for orginalbetter value for money productway better than the originalabsolutely amazingnamm hi kafi haivery goodas the names say durable cell it a durable cable i trust this product works well with car playvery good quality and charging is fine as good as originalbuild quality is awesome best lightening cable ever seen better than a official lightening from if ur looking for a cable close your eyes and go for it or you can buy a amazon basics one i was using that for past years that a bit a cheaper side i recommend both these cables had better build quality and value for moneygr product overalljust loved it very good charging speedgood qualityit well packed all sealed coveredthe wire looks of a very good qualityrecommended,9.0,good cabl cargood substitut orginalbett valu money productway better originalabsolut amazingnamm hi kafi haiveri gooda name say durabl cell durabl cabl trust product work well car playveri good qualiti charg fine good originalbuild qualiti awesom best lighten cabl ever seen better offici lighten ur look cabl close eye go buy amazon basic one use past year bit cheaper side recommend cabl better build qualiti valu moneygr product overalljust love good charg speedgood qualityit well pack seal coveredth wire look good qualityrecommend,Positive
4.2,"1,56,638","Okay to use,Worthy product ...!!!!ðŸ‘,Single band. 2.4 ghz only,Difficult,Valued for money,So far all is good,Ok,itâ€™s for 2.4Ghz","It's a china product to be clear. Look and feel is good. Base of the device is little wider, so if you have 3-pin socket points consecutively then ysing the next socket could be difficult.The wi-fi signal strength is good as extender but it reduces internet speed. For example my internet speed is 30 mbps which I get if directly connected to my primary router / network. But if connected through extender it downgrades to 18-19 mbps. Overall okay to use. I would have been happy to see a made in India device as the price is also not very low, but unfortunately India is not manufacturing any.. it seems.,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/716UbI+jJjL._SY88.jpg,Single band is an ancient technology.This device will supply only 2.4 ghzThat means 5ghz will not be available in your room where you choose to use this.,It was difficult to use and install at first, after that itâ€™s been working perfectly with great signal strength!,It is a good product valued for money but I think it should be sometimes give low speed,I wish I could have ordered dual band ...But so far it's giving satisfactory service,Working fine,Product is ok but itâ€™s only for 2.4ghz mistakenly got it",okay to useworthy product single band ghz onlydifficultvalued for moneyso far all is goodokits for ghz its a china product to be clear look and feel is good base of the device is little wider so if you have pin socket points consecutively then ysing the next socket could be difficultthe wifi signal strength is good as extender but it reduces internet speed for example my internet speed is mbps which i get if directly connected to my primary router network but if connected through extender it downgrades to mbps overall okay to use i would have been happy to see a made in india device as the price is also not very low but unfortunately india is not manufacturing any it seems band is an ancient technologythis device will supply only ghzthat means ghz will not be available in your room where you choose to use thisit was difficult to use and install at first after that its been working perfectly with great signal strengthit is a good product valued for money but i think it should be sometimes give low speedi wish i could have ordered dual band but so far its giving satisfactory serviceworking fineproduct is ok but its only for ghz mistakenly got it,8.4,okay useworthi product singl band ghz onlydifficultvalu moneyso far goodokit ghz china product clear look feel good base devic littl wider pin socket point consecut ysing next socket could difficultth wifi signal strength good extend reduc internet speed exampl internet speed mbp get directli connect primari router network connect extend downgrad mbp overal okay use would happi see made india devic price also low unfortun india manufactur seem band ancient technologythi devic suppli ghzthat mean ghz avail room choos use thisit difficult use instal first work perfectli great signal strengthit good product valu money think sometim give low speedi wish could order dual band far give satisfactori servicework fineproduct ok ghz mistakenli got,Positive
4.1,9344,"Multipurpose and time-saving,Good notepad for travelers,Nice for the personal stuff,Super ðŸ‘,Most amazing product.,Too costly,Useful product,Good","Compact product to use during travels or even at home. I don't need to search for different items. I can just grab it and use it for multiple purposes. Go for it!,Good for taking notes and reminders in a single pack.,This is especially for those who are used to be more comfortable to be organised.,Nice product,You can carry it with you anywhere.... There is no need to worry about space. You can makea list make a note and absolutely you can re-use it.,Product is good indeed I wanted to buy it for long but it is costly,,Today i received my package and yeah it is really cute.Not fully satisfied with the cover but overall its good. Worth it. It is all in good condition and it also comes with a pen too.  Really recommend you to buy ut.",multipurpose and timesavinggood notepad for travelersnice for the personal stuffsuper most amazing producttoo costlyuseful productgood compact product to use during travels or even at home i dont need to search for different items i can just grab it and use it for multiple purposes go for itgood for taking notes and reminders in a single packthis is especially for those who are used to be more comfortable to be organisednice productyou can carry it with you anywhere there is no need to worry about space you can makea list make a note and absolutely you can reuse itproduct is good indeed i wanted to buy it for long but it is costlytoday i received my package and yeah it is really cutenot fully satisfied with the cover but overall its good worth it it is all in good condition and it also comes with a pen too really recommend you to buy ut,8.2,multipurpos timesavinggood notepad travelersnic person stuffsup amaz producttoo costlyus productgood compact product use travel even home dont need search differ item grab use multipl purpos go itgood take note remind singl packthi especi use comfort organisednic producty carri anywher need worri space makea list make note absolut reus itproduct good inde want buy long costlytoday receiv packag yeah realli cutenot fulli satisfi cover overal good worth good condit also come pen realli recommend buy ut,Positive
4.5,4875,"The quality is surprisingly good! Happy with the purchase!!!,Perfect,Good,Good product! Original stuff with exp date 2024-05! Worth the money!,Could get used to it,Good,This product should not be played with fiddle with it or or open it roughly,Cool","https://m.media-amazon.com/images/I/6171Cw2IlPL._SY88.jpg,100% genuine and perfect product.,Good,Worth the money as its a fun experience to use instant cam!Product is original with good packaging!,The top most amazing feature is it makes pictures look like the old 80â€™s.. but one problem is few donâ€™t develop at all.,Nice, as per expectations,This is bad after 1 month,Okay productWorth the purchase.",the quality is surprisingly good happy with the purchaseperfectgoodgood product original stuff with exp date worth the moneycould get used to itgoodthis product should not be played with fiddle with it or or open it roughlycool genuine and perfect productgoodworth the money as its a fun experience to use instant camproduct is original with good packagingthe top most amazing feature is it makes pictures look like the old s but one problem is few dont develop at allnice as per expectationsthis is bad after monthokay productworth the purchase,9.0,qualiti surprisingli good happi purchaseperfectgoodgood product origin stuff exp date worth moneycould get use itgoodthi product play fiddl open roughlycool genuin perfect productgoodworth money fun experi use instant camproduct origin good packagingth top amaz featur make pictur look like old one problem dont develop allnic per expectationsthi bad monthokay productworth purchas,Positive
4.2,20881,"pocket friendly  smart watch for people who loves large  screen.,Value for money,Value for money product,My watch is not charging,Service,Good but it's not working now,GREAT PRODUCT....,Good product","Smart watch is good with proper large displayvoice assistance siri for iphone userscalling facilityface time facilityOne deficiency that you are unable to message or type text in WhatsappIf you have small wrist dont go for it or else its a perfect choice for your loved ones.,This is the first time that i have purchased a smart watch. A good watch for newbies like me with lots of amazing functionalities. Apart from that, this watch is a value for money at this price range. The sleep tracker works decently well, could have been better. We can call directly using the watch, i like that feature well. Need not reach for phone everytime. The screen touch is also well. There are lots of watch faces which you can change to or upload one from your own galary which is a plus point. The product looks exactly as shown in the pictures. The calorie and heart beat tracker are also quite accurate. The watch is a bit uncomfortable to watch at times, but otherwise the straps are good and strong,I have been using this watch since a month and its really great. All features are working quite well and connectivity with phone is also good.Screen quality may be improved.,Actually my smart watch BSW043 Ring 3 is not charging 2 to 3 days. It's off I tired to msg fireballs but it alway say to follow our page on Instagram. And when we follow its shows you their new offers. I don't know what to do now. I just submitted the warranty form.,The watch worked for the 2-3 Months and got switched off automatically and Rear Panel also got opened automatically..,I didn't charge it for 2 days, now after charging also it is not getting on,I have been using this watch since a month and its really great. All features are working quite well and connectivity with phone is also good.,Product quality and look was good but have some issues after few months usage",pocket friendly smart watch for people who loves large screenvalue for moneyvalue for money productmy watch is not chargingservicegood but its not working nowgreat productgood product smart watch is good with proper large displayvoice assistance siri for iphone userscalling facilityface time facilityone deficiency that you are unable to message or type text in whatsappif you have small wrist dont go for it or else its a perfect choice for your loved onesthis is the first time that i have purchased a smart watch a good watch for newbies like me with lots of amazing functionalities apart from that this watch is a value for money at this price range the sleep tracker works decently well could have been better we can call directly using the watch i like that feature well need not reach for phone everytime the screen touch is also well there are lots of watch faces which you can change to or upload one from your own galary which is a plus point the product looks exactly as shown in the pictures the calorie and heart beat tracker are also quite accurate the watch is a bit uncomfortable to watch at times but otherwise the straps are good and strongi have been using this watch since a month and its really great all features are working quite well and connectivity with phone is also goodscreen quality may be improvedactually my smart watch bsw ring is not charging to days its off i tired to msg fireballs but it alway say to follow our page on instagram and when we follow its shows you their new offers i dont know what to do now i just submitted the warranty formthe watch worked for the months and got switched off automatically and rear panel also got opened automaticallyi didnt charge it for days now after charging also it is not getting oni have been using this watch since a month and its really great all features are working quite well and connectivity with phone is also goodproduct quality and look was good but have some issues after few months usage,8.4,pocket friendli smart watch peopl love larg screenvalu moneyvalu money productmi watch chargingservicegood work nowgreat productgood product smart watch good proper larg displayvoic assist siri iphon userscal facilityfac time facilityon defici unabl messag type text whatsappif small wrist dont go els perfect choic love onesthi first time purchas smart watch good watch newbi like lot amaz function apart watch valu money price rang sleep tracker work decent well could better call directli use watch like featur well need reach phone everytim screen touch also well lot watch face chang upload one galari plu point product look exactli shown pictur calori heart beat tracker also quit accur watch bit uncomfort watch time otherwis strap good strongi use watch sinc month realli great featur work quit well connect phone also goodscreen qualiti may improvedactu smart watch bsw ring charg day tire msg firebal alway say follow page instagram follow show new offer dont know submit warranti formth watch work month got switch automat rear panel also got open automaticallyi didnt charg day charg also get oni use watch sinc month realli great featur work quit well connect phone also goodproduct qualiti look good issu month usag,Positive
4.3,4744,"LTE features (no other feature tested),Decent watch,Good not great,Great watch let down by battery life,Good fit, good apps,Wanted faster charging and better camera feed.,Mobile app Needs to be improved facing connectivity issues,Good","When I purchased this watch, I thought it couple be used to send sms, make calls, access notifications without being connected to the phone. I knew that third party notifications required the phone to be connected to the internet, but I thought the watch could place calls and send texts even if the phone is switched off. The product I ordered can only make calls when disconnected from the phone. Features such as SMS (surprising since this is an LTE version) and notifications (this includes watch apps such as outlook) that require internet are only synced with the watch on e it is connected to the phone VIA BLUETOOTHI did not check other features as the main reason I ordered this watch was accessibility to notifications without phone.,I have been using this since June'22. It looks good on the wrist,and has all useful features like calling,reading and replying whatsapp messages.The battery is too low though, I keep it switched off at night(I.e. never used it to track sleep), yet have to charge every couple of days. Plus it gets charged slow.,All features of the watch is good but battery backup is very poor. After full charge it runs 36-40 hours but after average uses it will run 20-22 hours only.,It's amazing with the lte function now I don't lug my phone to the gym!! But the battery life sucks and have to charge twice specially when I use lte ,also it heats for some reason and needs to cool down once in a while that time the watch automatically goes into hibernation and starts after some timePositives areAccuracySleep trackingO2 monitorRemote lte connectionWears amazing on the wristGreat screenNegativeBattery life,Using it for 1 month. Fits well, have wireless charger. You can also charge it from your phone if your phone supports wireless charging. One thing which is common to most smart watches is when you're traveling in bus or car in a bumby road, it will assume you are jogging and congratulate you for completing daily tasks ðŸ˜„,Charging is too slow, which is to be expected.Unless you have a samsung flagship phone, you won't be able to see camera app on the watch, and you'll have to get third party applications, and they're just horrible.,Product is goodPros1 health accuracy is high2 ui is good3 Design and build quality is also goodCon1 app is not that good and facing connectivity issues,Good",lte features no other feature testeddecent watchgood not greatgreat watch let down by battery lifegood fit good appswanted faster charging and better camera feedmobile app needs to be improved facing connectivity issuesgood when i purchased this watch i thought it couple be used to send sms make calls access notifications without being connected to the phone i knew that third party notifications required the phone to be connected to the internet but i thought the watch could place calls and send texts even if the phone is switched off the product i ordered can only make calls when disconnected from the phone features such as sms surprising since this is an lte version and notifications this includes watch apps such as outlook that require internet are only synced with the watch on e it is connected to the phone via bluetoothi did not check other features as the main reason i ordered this watch was accessibility to notifications without phonei have been using this since june it looks good on the wristand has all useful features like callingreading and replying whatsapp messagesthe battery is too low though i keep it switched off at nightie never used it to track sleep yet have to charge every couple of days plus it gets charged slowall features of the watch is good but battery backup is very poor after full charge it runs hours but after average uses it will run hours onlyits amazing with the lte function now i dont lug my phone to the gym but the battery life sucks and have to charge twice specially when i use lte also it heats for some reason and needs to cool down once in a while that time the watch automatically goes into hibernation and starts after some timepositives areaccuracysleep trackingo monitorremote lte connectionwears amazing on the wristgreat screennegativebattery lifeusing it for month fits well have wireless charger you can also charge it from your phone if your phone supports wireless charging one thing which is common to most smart watches is when youre traveling in bus or car in a bumby road it will assume you are jogging and congratulate you for completing daily tasks charging is too slow which is to be expectedunless you have a samsung flagship phone you wont be able to see camera app on the watch and youll have to get third party applications and theyre just horribleproduct is goodpros health accuracy is high ui is good design and build quality is also goodcon app is not that good and facing connectivity issuesgood,8.6,lte featur featur testeddec watchgood greatgreat watch let batteri lifegood fit good appswant faster charg better camera feedmobil app need improv face connect issuesgood purchas watch thought coupl use send sm make call access notif without connect phone knew third parti notif requir phone connect internet thought watch could place call send text even phone switch product order make call disconnect phone featur sm surpris sinc lte version notif includ watch app outlook requir internet sync watch e connect phone via bluetoothi check featur main reason order watch access notif without phonei use sinc june look good wristand use featur like callingread repli whatsapp messagesth batteri low though keep switch nighti never use track sleep yet charg everi coupl day plu get charg slowal featur watch good batteri backup poor full charg run hour averag use run hour onlyit amaz lte function dont lug phone gym batteri life suck charg twice special use lte also heat reason need cool time watch automat goe hibern start timeposit areaccuracysleep trackingo monitorremot lte connectionwear amaz wristgreat screennegativebatteri lifeus month fit well wireless charger also charg phone phone support wireless charg one thing common smart watch your travel bu car bumbi road assum jog congratul complet daili task charg slow expectedunless samsung flagship phone wont abl see camera app watch youll get third parti applic theyr horribleproduct goodpro health accuraci high ui good design build qualiti also goodcon app good face connect issuesgood,Positive
3.9,12452,"BUDGET TWS,Does its job,Bhomick bhasker,Noise is nice,Des Raj,Noise -Good one,It's sound quality,It's worth it","HONEST REVIEW :-I got these buds in â‚¹895/- and I only buy earbuds because of the music, movies, series...MUSIC EXPERIENCE- 4.5/5 (Tbh I like to hear balanced music like crystal clear sound with a balanced bass but yeah if you are bass lover then just think again before buying it)BATTERY - 5/5HYPERSYNC - 5/5BLUETOOTH - 3.5/5 (I checked the box and there it's written Bluetooth 5.3 but its range is low and that's not up to my expectations... But It will work for me...) So yeah if you are just buying it for Bluetooth 5.3... just think again...INSTACHARGE- 5/5 It actually works very well...BUDS- 4.5/5 ( In ear design is good and they fits perfectly also you can do workout, exercise, running etc... but if your own ears are somewhat different like so big then it's your problem Although it comes with different buds sizes so u can try them...;)Buds are really so light so yeah I personally like them...CALLING EXPERIENCE (VOICE/VIDEO CALL) 3.5/5These buds don't come with ANC Mode so please don't buy them just for ANC...And incall range is too low... :(  which I really don't expected... (But It will work for me),The sound quality is good, no doubt. But on a personal note, such buds dont suit my ear. Others who used it liked it though,very bad quality of product. Stop working after 2 months.please dont waste your money on this earbud.,Good sound/ good bass/all features is nice/Good in room or silent place...some background noise come in open area like road... during travel...but this prob in all companies,Like at this price , but noise cancellation is not so good.,Good product for this amount, rarely facing issue while redmi 10,For my listing music and it has great quality,The sound quality is very clear and the range is very good but the bass is not that great",budget twsdoes its jobbhomick bhaskernoise is nicedes rajnoise good oneits sound qualityits worth it honest review i got these buds in and i only buy earbuds because of the music movies seriesmusic experience tbh i like to hear balanced music like crystal clear sound with a balanced bass but yeah if you are bass lover then just think again before buying itbattery hypersync bluetooth i checked the box and there its written bluetooth but its range is low and thats not up to my expectations but it will work for me so yeah if you are just buying it for bluetooth just think againinstacharge it actually works very wellbuds in ear design is good and they fits perfectly also you can do workout exercise running etc but if your own ears are somewhat different like so big then its your problem although it comes with different buds sizes so u can try thembuds are really so light so yeah i personally like themcalling experience voicevideo call these buds dont come with anc mode so please dont buy them just for ancand incall range is too low which i really dont expected but it will work for methe sound quality is good no doubt but on a personal note such buds dont suit my ear others who used it liked it thoughvery bad quality of product stop working after monthsplease dont waste your money on this earbudgood sound good bassall features is nicegood in room or silent placesome background noise come in open area like road during travelbut this prob in all companieslike at this price but noise cancellation is not so goodgood product for this amount rarely facing issue while redmi for my listing music and it has great qualitythe sound quality is very clear and the range is very good but the bass is not that great,7.8,budget twsdoe jobbhomick bhaskernois niced rajnois good oneit sound qualityit worth honest review got bud buy earbud music movi seriesmus experi tbh like hear balanc music like crystal clear sound balanc bass yeah bass lover think buy itbatteri hypersync bluetooth check box written bluetooth rang low that expect work yeah buy bluetooth think againinstacharg actual work wellbud ear design good fit perfectli also workout exercis run etc ear somewhat differ like big problem although come differ bud size u tri thembud realli light yeah person like themcal experi voicevideo call bud dont come anc mode pleas dont buy ancand incal rang low realli dont expect work meth sound qualiti good doubt person note bud dont suit ear other use like thoughveri bad qualiti product stop work monthspleas dont wast money earbudgood sound good bassal featur nicegood room silent placesom background nois come open area like road travelbut prob companieslik price nois cancel goodgood product amount rare face issu redmi list music great qualityth sound qualiti clear rang good bass great,Negative
4.5,17810,"Longevity isnâ€™t as long as I thought it would be,Good,Value for money,the expiry date and price covered by an external sticker. Can't make out anything,Good,Excellent customer service..,Good product,Good","I used these for my wireless mouse which is a razer deathadder v2. One of these would last exactly from a week to two. Was weird because I used the mouse same way with each but some of the batteries would die out quicker than expected. Should be fine if youâ€™re using it something less taxing like a wireless mouse,Good,For wall clocks & SC/TV remotes,The batteries delivered in ok condition but can't make out the life or actual price as covered by an external sticker on top of it,Nice,Battery life is excellent as compare to other brands,Nice,Good",longevity isnt as long as i thought it would begoodvalue for moneythe expiry date and price covered by an external sticker cant make out anythinggoodexcellent customer servicegood productgood i used these for my wireless mouse which is a razer deathadder v one of these would last exactly from a week to two was weird because i used the mouse same way with each but some of the batteries would die out quicker than expected should be fine if youre using it something less taxing like a wireless mousegoodfor wall clocks sctv remotesthe batteries delivered in ok condition but cant make out the life or actual price as covered by an external sticker on top of itnicebattery life is excellent as compare to other brandsnicegood,9.0,longev isnt long thought would begoodvalu moneyth expiri date price cover extern sticker cant make anythinggoodexcel custom servicegood productgood use wireless mous razer deathadd v one would last exactli week two weird use mous way batteri would die quicker expect fine your use someth less tax like wireless mousegoodfor wall clock sctv remotesth batteri deliv ok condit cant make life actual price cover extern sticker top itnicebatteri life excel compar brandsnicegood,Positive
4.1,53648,"The price should be less than 500, not a very great product.,Good earphones,Average,Good earphone,Good for common men.,Nice headphone,Good looks but bass is not good as aspected..,Nice product","I was using  JBL C100 SI,  and this time bought JBL C200SI,  and honestly i couldn't feel much difference between this. One common thing about these are the cheap wire quality.  JBL could have address this.,I have used it for listening songs and I can say it is good earphones for that price,Average, expected too much but sound quality is good but bass is not that great. Overall good product,Earphone has good sound quality,Avarage,Nice headphone,https://m.media-amazon.com/images/I/61q50WnB0TL._SY88.jpg,Best sound quality. Only issue is the paint coating started pealing off from the head piece and the wire at the connector end chipped off gradually.",the price should be less than not a very great productgood earphonesaveragegood earphonegood for common mennice headphonegood looks but bass is not good as aspectednice product i was using jbl c si and this time bought jbl csi and honestly i couldnt feel much difference between this one common thing about these are the cheap wire quality jbl could have address thisi have used it for listening songs and i can say it is good earphones for that priceaverage expected too much but sound quality is good but bass is not that great overall good productearphone has good sound qualityavaragenice headphone sound quality only issue is the paint coating started pealing off from the head piece and the wire at the connector end chipped off gradually,8.2,price less great productgood earphonesaveragegood earphonegood common mennic headphonegood look bass good aspectednic product use jbl c si time bought jbl csi honestli couldnt feel much differ one common thing cheap wire qualiti jbl could address thisi use listen song say good earphon priceaverag expect much sound qualiti good bass great overal good productearphon good sound qualityavaragenic headphon sound qualiti issu paint coat start peal head piec wire connector end chip gradual,Positive
4.2,2014,"Good monitor in this price range,My Best Buy in 2022,Average product for daily use. And some gaming.,its a good 1080 monitor,Nice product,price relaetd issue,Worth monitor this price,Decent monitor at this price with limitation","Good product i am giving this review after 2months of use and i have ha good experience with this monitorThe only problem you may face is the control panel is not user-friendly it is different to operate it.,,Good pics and good gaming all are top in this price range va panel is good.,it's alright as long as you are not expecting musch from it,Worth for money and best for home use. Screen size also good and eye protection is best,quality vis this product is good but after i deal for another order suddenlty price become high 35 %  why ! in just 1 day  , Answer me ! is it jock,Worth monitor this price,Monitor is good if you're not doing heavy graphic design activity, coz display become bit pixallated in dark. I checked this is not issue of my display driver or HDMI out. But image is crisp and good refresh rate for office applications. Good buy at this price, but if you can afford costlier monitor, then look for someone having hight adjustment options. This one not having any.",good monitor in this price rangemy best buy in average product for daily use and some gamingits a good monitornice productprice relaetd issueworth monitor this pricedecent monitor at this price with limitation good product i am giving this review after months of use and i have ha good experience with this monitorthe only problem you may face is the control panel is not userfriendly it is different to operate itgood pics and good gaming all are top in this price range va panel is goodits alright as long as you are not expecting musch from itworth for money and best for home use screen size also good and eye protection is bestquality vis this product is good but after i deal for another order suddenlty price become high why in just day answer me is it jockworth monitor this pricemonitor is good if youre not doing heavy graphic design activity coz display become bit pixallated in dark i checked this is not issue of my display driver or hdmi out but image is crisp and good refresh rate for office applications good buy at this price but if you can afford costlier monitor then look for someone having hight adjustment options this one not having any,8.4,good monitor price rangemi best buy averag product daili use gamingit good monitornic productpric relaetd issueworth monitor pricedec monitor price limit good product give review month use ha good experi monitorth problem may face control panel userfriendli differ oper itgood pic good game top price rang va panel goodit alright long expect musch itworth money best home use screen size also good eye protect bestqual vi product good deal anoth order suddenlti price becom high day answer jockworth monitor pricemonitor good your heavi graphic design activ coz display becom bit pixal dark check issu display driver hdmi imag crisp good refresh rate offic applic good buy price afford costlier monitor look someon hight adjust option one,Positive
3.8,5958,"Good,Product as described,Good for the price,Value for money,Good Product,Good product,Continue bright 3days no complaints,59 Rupees worth it","Good,Product is as described, good we can use it,Good for the price,These are not super bright but i like them since small in size and can be folded.Easy to carry when travel and can be used with poerbank.I use it sometimes as night light on my charger facing to ceiling or at wall.,Loved it,Nice one,Worthy product at this lowest price,Good lighting and good quality",goodproduct as describedgood for the pricevalue for moneygood productgood productcontinue bright days no complaints rupees worth it goodproduct is as described good we can use itgood for the pricethese are not super bright but i like them since small in size and can be foldedeasy to carry when travel and can be used with poerbanki use it sometimes as night light on my charger facing to ceiling or at wallloved itnice oneworthy product at this lowest pricegood lighting and good quality,7.6,goodproduct describedgood pricevalu moneygood productgood productcontinu bright day complaint rupe worth goodproduct describ good use itgood pricethes super bright like sinc small size foldedeasi carri travel use poerbanki use sometim night light charger face ceil walllov itnic oneworthi product lowest pricegood light good qualiti,Negative
